MTS793|MPT|ENG|1|2|.|/|:|44|1|1|A

Data Acquisition						Time:	240.79932	s	29/10/2021 14:44:29
Time	1000 kN Displacement	1000 kN Force	Ex D1	Ex D2	1000 kN Count
s	mm	N	mm	mm	segments
74.933594	11.899424	56963.828	0.002899766	-0.058785081	2
75.033691	11.901283	57176.504	0.0030443072	-0.059226155	2
75.133789	11.902887	57357.484	0.0034600496	-0.059521198	2
75.233887	11.904218	57577.52	0.0033020973	-0.05966574	2
75.333984	11.904301	57796.465	0.0035628676	-0.060160458	2
75.434082	11.905513	58025.879	0.0036269426	-0.060297549	2
75.53418	11.906018	58247.086	0.0032067299	-0.060877204	2
75.634277	11.907575	58453.219	0.0033482909	-0.060868263	2
75.734375	11.909707	58675.492	0.0034183264	-0.061637163	2
75.834473	11.909856	58883.285	0.0033900142	-0.06121695	2
75.93457	11.910544	59076.469	0.0032484531	-0.061658025	2
76.034668	11.912006	59290.535	0.0038295984	-0.062128901	2
76.134766	11.911346	59479.195	0.0034555793	-0.062391162	2
76.234863	11.913094	59693.59	0.0034466386	-0.062720478	2
76.334961	11.915	59905.016	0.0036090612	-0.062984228	2
76.435059	11.915007	60116.781	0.0037372112	-0.063180923	2
76.535156	11.916396	60319.738	0.0034615397	-0.063702464	2
76.635254	11.916076	60526.352	0.0036537647	-0.063855946	2
76.735352	11.918909	60728.586	0.0037387013	-0.064441562	2
76.835449	11.919165	60939.734	0.00372082	-0.064623356	2
76.935547	11.920134	61153.715	0.0037625432	-0.065375865	2
77.035645	11.92128	61378.074	0.0040411949	-0.065426528	2
77.135742	11.921565	61607.891	0.0042036176	-0.065408647	2
